time,pos_x,pos_y,pos_z,vel_x,vel_y,vel__z
0.0163,0,20,0.6,0,0,0
0.0164,0,20,0.6,0,0,0
0.0165,0,20,0.6,0,0,0
0.0166,0,20,0.6,0,0,0
0.0167,0,20,0.6,0,0,0
0.0168,0,20,0.6,0,0,0
0.0169,0,20,0.6,0,0,0
0.017,0,20,0.6,0,0,0
0.0171,0,20,0.6,0,0,0
0.0172,0,20,0.6,0,0,0
0.0173,0,20,0.6,0,0,0
0.0174,0,20,0.6,0,0,0
0.0175,0,20,0.6,0,0,0
0.0176,0,20,0.6,0,0,0
0.0177,0,20,0.6,0,0,0
0.0178,0,20,0.6,0,0,0
0.0179,0,20,0.6,0,0,0
0.018,0,20,0.6,0,0,0
0.0181,0,20,0.6,0,0,0
0.0182,0,20,0.6,0,0,0
0.0183,0,20,0.6,0,0,0
0.0184,0,20,0.6,0,0,0
0.0185,0,20,0.6,0,0,0
0.0186,0,20,0.6,0,0,0
0.0187,0,20,0.6,0,0,0
0.0188,0,20,0.6,0,0,0
0.0189,0,20,0.6,0,0,0
0.019,0,20,0.6,0,0,0
0.0191,0,20,0.6,0,0,0
0.0192,0,20,0.6,0,0,0
0.0193,0,20,0.6,0,0,0
0.0194,0,20,0.6,0,0,0
0.0195,0,20,0.6,0,0,0
0.0196,0,20,0.6,0,0,0
0.0197,0,20,0.6,0,0,0
0.0198,0,20,0.6,0,0,0
0.0199,0,20,0.6,0,0,0
0.02,0,20,0.6,0,0,0
0.0201,0,20,0.6,0,0,0
0.0202,0,20,0.6,0,0,0
0.0203,0,20,0.6,0,0,0
0.0204,0,20,0.6,0,0,0
0.0205,0,20,0.6,0,0,0
0.0206,0,20,0.6,0,0,0
0.0207,0,20,0.6,0,0,0
0.0208,0,20,0.6,0,0,0
0.0209,0,20,0.6,0,0,0
0.021,0,20,0.6,0,0,0
0.0211,0,20,0.6,0,0,0
0.0212,0,20,0.6,0,0,0
0.0213,0,20,0.6,0,0,0
0.0214,0,20,0.6,0,0,0
0.0215,0,20,0.6,0,0,0
0.0216,0,20,0.6,0,0,0
0.0217,0,20,0.6,0,0,0
0.0218,0,20,0.6,0,0,0
0.0219,0,20,0.6,0,0,0
0.022,0,20,0.6,0,0,0
0.0221,0,20,0.6,0,0,0
0.0222,0,20,0.6,0,0,0
0.0223,0,20,0.6,0,0,0
0.0224,0,20,0.6,0,0,0
0.0225,0,20,0.6,0,0,0
0.0226,0,20,0.6,0,0,0
0.0227,0,20,0.6,0,0,0
0.0228,0,20,0.6,0,0,0
0.0229,0,20,0.6,0,0,0
0.023,0,20,0.6,0,0,0
0.0231,0,20,0.6,0,0,0
0.0232,0,20,0.6,0,0,0
0.0233,0,20,0.6,0,0,0
0.0234,0,20,0.6,0,0,0
0.0235,0,20,0.6,0,0,0
0.0236,0,20,0.6,0,0,0
0.0237,0,20,0.6,0,0,0
0.0238,0,20,0.6,0,0,0
0.0239,0,20,0.6,0,0,0
0.024,0,20,0.6,0,0,0
0.0241,0,20,0.6,0,0,0
0.0242,0,20,0.6,0,0,0
0.0243,0,20,0.6,0,0,0
0.0244,0,20,0.6,0,0,0
0.0245,0,20,0.6,0,0,0
0.0246,0,20,0.6,0,0,0
0.0247,0,20,0.6,0,0,0
0.0248,0,20,0.6,0,0,0
0.0249,0,20,0.6,0,0,0
0.025,0,20,0.6,0,0,0
0.0251,0,20,0.6,0,0,0
0.0252,0,20,0.6,0,0,0
0.0253,0,20,0.6,0,0,0
0.0254,0,20,0.6,0,0,0
0.0255,0,20,0.6,0,0,0
0.0256,0,20,0.6,0,0,0
0.0257,0,20,0.6,0,0,0
0.0258,0,20,0.6,0,0,0
0.0259,0,20,0.6,0,0,0
0.026,0,20,0.6,0,0,0
0.0261,0,20,0.6,0,0,0
0.0262,0,20,0.6,0,0,0
0.0263,0,20,0.6,0,0,0
0.0264,0,20,0.6,0,0,0
0.0265,0,20,0.6,0,0,0
0.0266,0,20,0.6,0,0,0
0.0267,0,20,0.6,0,0,0
0.0268,0,20,0.6,0,0,0
0.0269,0,20,0.6,0,0,0
0.027,0,20,0.6,0,0,0
0.0271,0,20,0.6,0,0,0
0.0272,0,20,0.6,0,0,0
0.0273,0,20,0.6,0,0,0
0.0274,0,20,0.6,0,0,0
0.0275,0,20,0.6,0,0,0
0.0276,0,20,0.6,0,0,0
0.0277,0,20,0.6,0,0,0
0.0278,0,20,0.6,0,0,0
0.0279,0,20,0.6,0,0,0
0.028,0,20,0.6,0,0,0
0.0281,0,20,0.6,0,0,0
0.0282,0,20,0.6,0,0,0
0.0283,0,20,0.6,0,0,0
0.0284,0,20,0.6,0,0,0
0.0285,0,20,0.6,0,0,0
0.0286,0,20,0.6,0,0,0
0.0287,0,20,0.6,0,0,0
0.0288,0,20,0.6,0,0,0
0.0289,0,20,0.6,0,0,0
0.029,0,20,0.6,0,0,0
0.0291,0,20,0.6,0,0,0
0.0292,0,20,0.6,0,0,0
0.0293,0,20,0.6,0,0,0
0.0294,0,20,0.6,0,0,0
0.0295,0,20,0.6,0,0,0
0.0296,0,20,0.6,0,0,0
0.0297,0,20,0.6,0,0,0
0.0298,0,20,0.6,0,0,0
0.0299,0,20,0.6,0,0,0
0.03,0,20,0.6,0,0,0
0.0301,0,20,0.6,0,0,0
0.0302,0,20,0.6,0,0,0
0.0303,0,20,0.6,0,0,0
0.0304,0,20,0.6,0,0,0
0.0305,0,20,0.6,0,0,0
0.0306,0,20,0.6,0,0,0
0.0307,0,20,0.6,0,0,0
0.0308,0,20,0.6,0,0,0
0.0309,0,20,0.6,0,0,0
0.031,0,20,0.6,0,0,0
0.0311,0,20,0.6,0,0,0
0.0312,0,20,0.6,0,0,0
0.0313,0,20,0.6,0,0,0
0.0314,0,20,0.6,0,0,0
0.0315,0,20,0.6,0,0,0
0.0316,0,20,0.6,0,0,0
0.0317,0,20,0.6,0,0,0
0.0318,0,20,0.6,0,0,0
0.0319,0,20,0.6,0,0,0
0.032,0,20,0.6,0,0,0
0.0321,0,20,0.6,0,0,0
0.0322,0,20,0.6,0,0,0
0.0323,0,20,0.6,0,0,0
0.0324,0,20,0.6,0,0,0
0.0325,0,20,0.6,0,0,0
0.0326,0,20,0.6,0,0,0
0.0327,0,20,0.6,0,0,0
0.0328,0,20,0.6,0,0,0
0.0329,0,20,0.6,0,0,0
0.033,0,20,0.6,0,0,0
0.0331,0,20,0.6,0,0,0
0.0332,0,20,0.6,0,0,0
0.0333,0,20,0.6,0,0,0
0.0334,0,20,0.6,0,0,0
0.0335,0,20,0.6,0,0,0
0.0336,0,20,0.6,0,0,0
0.0337,0,20,0.6,0,0,0
0.0338,0,20,0.6,0,0,0
0.0339,0,20,0.6,0,0,0
0.034,0,20,0.6,0,0,0
0.0341,0,20,0.6,0,0,0
0.0342,0,20,0.6,0,0,0
0.0343,0,20,0.6,0,0,0
0.0344,0,20,0.6,0,0,0
0.0345,0,20,0.6,0,0,0
0.0346,0,20,0.6,0,0,0
0.0347,0,20,0.6,0,0,0
0.0348,0,20,0.6,0,0,0
0.0349,0,20,0.6,0,0,0
0.035,0,20,0.6,0,0,0
0.0351,0,20,0.6,0,0,0
0.0352,0,20,0.6,0,0,0
0.0353,0,20,0.6,0,0,0
0.0354,0,20,0.6,0,0,0
0.0355,0,20,0.6,0,0,0
0.0356,0,20,0.6,0,0,0
0.0357,0,20,0.6,0,0,0
0.0358,0,20,0.6,0,0,0
0.0359,0,20,0.6,0,0,0
0.036,0,20,0.6,0,0,0
0.0361,0,20,0.6,0,0,0
0.0362,0,20,0.6,0,0,0
0.0363,0,20,0.6,0,0,0
0.0364,0,20,0.6,0,0,0
0.0365,0,20,0.6,0,0,0
0.0366,0,20,0.6,0,0,0
0.0367,0,20,0.6,0,0,0
0.0368,0,20,0.6,0,0,0
0.0369,0,20,0.6,0,0,0
0.037,0,20,0.6,0,0,0
0.0371,0,20,0.6,0,0,0
0.0372,0,20,0.6,0,0,0
0.0373,0,20,0.6,0,0,0
0.0374,0,20,0.6,0,0,0
0.0375,0,20,0.6,0,0,0
0.0376,0,20,0.6,0,0,0
0.0377,0,20,0.6,0,0,0
0.0378,0,20,0.6,0,0,0
0.0379,0,20,0.6,0,0,0
0.038,0,20,0.6,0,0,0
0.0381,0,20,0.6,0,0,0
0.0382,0,20,0.6,0,0,0
0.0383,0,20,0.6,0,0,0
0.0384,0,20,0.6,0,0,0
0.0385,0,20,0.6,0,0,0
0.0386,0,20,0.6,0,0,0
0.0387,0,20,0.6,0,0,0
0.0388,0,20,0.6,0,0,0
0.0389,0,20,0.6,0,0,0
0.039,0,20,0.6,0,0,0
0.0391,0,20,0.6,0,0,0
0.0392,0,20,0.6,0,0,0
0.0393,0,20,0.6,0,0,0
0.0394,0,20,0.6,0,0,0
0.0395,0,20,0.6,0,0,0
0.0396,0,20,0.6,0,0,0
0.0397,0,20,0.6,0,0,0
0.0398,0,20,0.6,0,0,0
0.0399,0,20,0.6,0,0,0
0.04,0,20,0.6,0,0,0
0.0401,0,20,0.6,0,0,0
0.0402,0,20,0.6,0,0,0
0.0403,0,20,0.6,0,0,0
0.0404,0,20,0.6,0,0,0
0.0405,0,20,0.6,0,0,0
0.0406,0,20,0.6,0,0,0
0.0407,0,20,0.6,0,0,0
0.0408,0,20,0.6,0,0,0
0.0409,0,20,0.6,0,0,0
0.041,0,20,0.6,0,0,0
0.0411,0,20,0.6,0,0,0
0.0412,0,20,0.6,0,0,0
0.0413,0,20,0.6,0,0,0
0.0414,0,20,0.6,0,0,0
0.0415,0,20,0.6,0,0,0
0.0416,0,20,0.6,0,0,0
0.0417,0,20,0.6,0,0,0
0.0418,0,20,0.6,0,0,0
0.0419,0,20,0.6,0,0,0
0.042,0,20,0.6,0,0,0
0.0421,0,20,0.6,0,0,0
0.0422,0,20,0.6,0,0,0
0.0423,0,20,0.6,0,0,0
0.0424,0,20,0.6,0,0,0
0.0425,0,20,0.6,0,0,0
0.0426,0,20,0.6,0,0,0
0.0427,0,20,0.6,0,0,0
0.0428,0,20,0.6,0,0,0
0.0429,0,20,0.6,0,0,0
0.043,0,20,0.6,0,0,0
0.0431,0,20,0.6,0,0,0
0.0432,0,20,0.6,0,0,0
0.0433,0,20,0.6,0,0,0
0.0434,0,20,0.6,0,0,0
0.0435,0,20,0.6,0,0,0
0.0436,0,20,0.6,0,0,0
0.0437,0,20,0.6,0,0,0
0.0438,0,20,0.6,0,0,0
0.0439,0,20,0.6,0,0,0
0.044,0,20,0.6,0,0,0
0.0441,0,20,0.6,0,0,0
0.0442,0,20,0.6,0,0,0
0.0443,0,20,0.6,0,0,0
0.0444,0,20,0.6,0,0,0
0.0445,0,20,0.6,0,0,0
0.0446,0,20,0.6,0,0,0
0.0447,0,20,0.6,0,0,0
0.0448,0,20,0.6,0,0,0
0.0449,0,20,0.6,0,0,0
0.045,0,20,0.6,0,0,0
0.0451,0,20,0.6,0,0,0
0.0452,0,20,0.6,0,0,0
0.0453,0,20,0.6,0,0,0
0.0454,0,20,0.6,0,0,0
0.0455,0,20,0.6,0,0,0
0.0456,0,20,0.6,0,0,0
0.0457,0,20,0.6,0,0,0
0.0458,0,20,0.6,0,0,0
0.0459,0,20,0.6,0,0,0
0.046,0,20,0.6,0,0,0
0.0461,0,20,0.6,0,0,0
0.0462,0,20,0.6,0,0,0
0.0463,0,20,0.6,0,0,0
0.0464,0,20,0.6,0,0,0
0.0465,0,20,0.6,0,0,0
0.0466,0,20,0.6,0,0,0
0.0467,0,20,0.6,0,0,0
0.0468,0,20,0.6,0,0,0
0.0469,0,20,0.6,0,0,0
0.047,0,20,0.6,0,0,0
0.0471,0,20,0.6,0,0,0
0.0472,0,20,0.6,0,0,0
0.0473,0,20,0.6,0,0,0
0.0474,0,20,0.6,0,0,0
0.0475,0,20,0.6,0,0,0
0.0476,0,20,0.6,0,0,0
0.0477,0,20,0.6,0,0,0
0.0478,0,20,0.6,0,0,0
0.0479,0,20,0.6,0,0,0
0.048,0,20,0.6,0,0,0
0.0481,0,20,0.6,0,0,0
0.0482,0,20,0.6,0,0,0
0.0483,0,20,0.6,0,0,0
0.0484,0,20,0.6,0,0,0
0.0485,0,20,0.6,0,0,0
0.0486,0,20,0.6,0,0,0
0.0487,0,20,0.6,0,0,0
0.0488,0,20,0.6,0,0,0
0.0489,0,20,0.6,0,0,0
0.049,0,20,0.6,0,0,0
0.0491,0,20,0.6,0,0,0
0.0492,0,20,0.6,0,0,0
0.0493,0,20,0.6,0,0,0
0.0494,0,20,0.6,0,0,0
0.0495,0,20,0.6,0,0,0
0.0496,0,20,0.6,0,0,0
0.0497,0,20,0.6,0,0,0
0.0498,0,20,0.6,0,0,0
0.0499,0,20,0.6,0,0,0
0.05,0,20,0.6,0,0,0
0.0501,0,20,0.6,0,0,0
0.0502,0,20,0.6,0,0,0
0.0503,0,20,0.6,0,0,0
0.0504,0,20,0.6,0,0,0
0.0505,0,20,0.6,0,0,0
0.0506,0,20,0.6,0,0,0
0.0507,0,20,0.6,0,0,0
0.0508,0,20,0.6,0,0,0
0.0509,0,20,0.6,0,0,0
0.051,0,20,0.6,0,0,0
0.0511,0,20,0.6,0,0,0
0.0512,0,20,0.6,0,0,0
0.0513,0,20,0.6,0,0,0
0.0514,0,20,0.6,0,0,0
0.0515,0,20,0.6,0,0,0
0.0516,0,20,0.6,0,0,0
0.0517,0,20,0.6,0,0,0
0.0518,0,20,0.6,0,0,0
0.0519,0,20,0.6,0,0,0
0.052,0,20,0.6,0,0,0
0.0521,0,20,0.6,0,0,0
0.0522,0,20,0.6,0,0,0
0.0523,0,20,0.6,0,0,0
0.0524,0,20,0.6,0,0,0
0.0525,0,20,0.6,0,0,0
0.0526,0,20,0.6,0,0,0
0.0527,0,20,0.6,0,0,0
0.0528,0,20,0.6,0,0,0
0.0529,0,20,0.6,0,0,0
0.053,0,20,0.6,0,0,0
0.0531,0,20,0.6,0,0,0
0.0532,0,20,0.6,0,0,0
0.0533,0,20,0.6,0,0,0
0.0534,0,20,0.6,0,0,0
0.0535,0,20,0.6,0,0,0
0.0536,0,20,0.6,0,0,0
0.0537,0,20,0.6,0,0,0
0.0538,0,20,0.6,0,0,0
0.0539,0,20,0.6,0,0,0
0.054,0,20,0.6,0,0,0
0.0541,0,20,0.6,0,0,0
0.0542,0,20,0.6,0,0,0
0.0543,0,20,0.6,0,0,0
0.0544,0,20,0.6,0,0,0
0.0545,0,20,0.6,0,0,0
0.0546,0,20,0.6,0,0,0
0.0547,0,20,0.6,0,0,0
0.0548,0,20,0.6,0,0,0
0.0549,0,20,0.6,0,0,0
0.055,0,20,0.6,0,0,0
0.0551,0,20,0.6,0,0,0
0.0552,0,20,0.6,0,0,0
0.0553,0,20,0.6,0,0,0
0.0554,0,20,0.6,0,0,0
0.0555,0,20,0.6,0,0,0
0.0556,0,20,0.6,0,0,0
0.0557,0,20,0.6,0,0,0
0.0558,0,20,0.6,0,0,0
0.0559,0,20,0.6,0,0,0
0.056,0,20,0.6,0,0,0
0.0561,0,20,0.6,0,0,0
0.0562,0,20,0.6,0,0,0
0.0563,0,20,0.6,0,0,0
0.0564,0,20,0.6,0,0,0
0.0565,0,20,0.6,0,0,0
0.0566,0,20,0.6,0,0,0
0.0567,0,20,0.6,0,0,0
0.0568,0,20,0.6,0,0,0
0.0569,0,20,0.6,0,0,0
0.057,0,20,0.6,0,0,0
0.0571,0,20,0.6,0,0,0
0.0572,0,20,0.6,0,0,0
0.0573,0,20,0.6,0,0,0
0.0574,0,20,0.6,0,0,0
0.0575,0,20,0.6,0,0,0
0.0576,0,20,0.6,0,0,0
0.0577,0,20,0.6,0,0,0
0.0578,0,20,0.6,0,0,0
0.0579,0,20,0.6,0,0,0
0.058,0,20,0.6,0,0,0
0.0581,0,20,0.6,0,0,0
0.0582,0,20,0.6,0,0,0
0.0583,0,20,0.6,0,0,0
0.0584,0,20,0.6,0,0,0
0.0585,0,20,0.6,0,0,0
0.0586,0,20,0.6,0,0,0
0.0587,0,20,0.6,0,0,0
0.0588,0,20,0.6,0,0,0
0.0589,0,20,0.6,0,0,0
0.059,0,20,0.6,0,0,0
0.0591,0,20,0.6,0,0,0
0.0592,0,20,0.6,0,0,0
0.0593,0,20,0.6,0,0,0
0.0594,0,20,0.6,0,0,0
0.0595,0,20,0.6,0,0,0
0.0596,0,20,0.6,0,0,0
0.0597,0,20,0.6,0,0,0
0.0598,0,20,0.6,0,0,0
0.0599,0,20,0.6,0,0,0
0.06,0,20,0.6,0,0,0
0.0601,0,20,0.6,0,0,0
0.0602,0,20,0.6,0,0,0
0.0603,0,20,0.6,0,0,0
0.0604,0,20,0.6,0,0,0
0.0605,0,20,0.6,0,0,0
0.0606,0,20,0.6,0,0,0
0.0607,0,20,0.6,0,0,0
0.0608,0,20,0.6,0,0,0
0.0609,0,20,0.6,0,0,0
0.061,0,20,0.6,0,0,0
0.0611,0,20,0.6,0,0,0
0.0612,0,20,0.6,0,0,0
0.0613,0,20,0.6,0,0,0
0.0614,0,20,0.6,0,0,0
0.0615,0,20,0.6,0,0,0
0.0616,0,20,0.6,0,0,0
0.0617,0,20,0.6,0,0,0
0.0618,0,20,0.6,0,0,0
0.0619,0,20,0.6,0,0,0
0.062,0,20,0.6,0,0,0
0.0621,0,20,0.6,0,0,0
0.0622,0,20,0.6,0,0,0
0.0623,0,20,0.6,0,0,0
0.0624,0,20,0.6,0,0,0
0.0625,0,20,0.6,0,0,0
0.0626,0,20,0.6,0,0,0
0.0627,0,20,0.6,0,0,0
0.0628,0,20,0.6,0,0,0
0.0629,0,20,0.6,0,0,0
0.063,0,20,0.6,0,0,0
0.0631,0,20,0.6,0,0,0
0.0632,0,20,0.6,0,0,0
0.0633,0,20,0.6,0,0,0
0.0634,0,20,0.6,0,0,0
0.0635,0,20,0.6,0,0,0
0.0636,0,20,0.6,0,0,0
0.0637,0,20,0.6,0,0,0
0.0638,0,20,0.6,0,0,0
0.0639,0,20,0.6,0,0,0
0.064,0,20,0.6,0,0,0
0.0641,0,20,0.6,0,0,0
0.0642,0,20,0.6,0,0,0
0.0643,0,20,0.6,0,0,0
0.0644,0,20,0.6,0,0,0
0.0645,0,20,0.6,0,0,0
0.0646,0,20,0.6,0,0,0
0.0647,0,20,0.6,0,0,0
0.0648,0,20,0.6,0,0,0
0.0649,0,20,0.6,0,0,0
0.065,0,20,0.6,0,0,0
0.0651,0,20,0.6,0,0,0
0.0652,0,20,0.6,0,0,0
0.0653,0,20,0.6,0,0,0
0.0654,0,20,0.6,0,0,0
0.0655,0,20,0.6,0,0,0
0.0656,0,20,0.6,0,0,0
0.0657,0,20,0.6,0,0,0
0.0658,0,20,0.6,0,0,0
0.0659,0,20,0.6,0,0,0
0.066,0,20,0.6,0,0,0
0.0661,0,20,0.6,0,0,0
0.0662,0,20,0.6,0,0,0
0.0663,0,20,0.6,0,0,0
0.0664,0,20,0.6,0,0,0
0.0665,0,20,0.6,0,0,0
0.0666,0,20,0.6,0,0,0
0.0667,0,20,0.6,0,0,0
0.0668,0,20,0.6,0,0,0
0.0669,0,20,0.6,0,0,0
0.067,0,20,0.6,0,0,0
0.0671,0,20,0.6,0,0,0
0.0672,0,20,0.6,0,0,0
0.0673,0,20,0.6,0,0,0
0.0674,0,20,0.6,0,0,0
0.0675,0,20,0.6,0,0,0
0.0676,0,20,0.6,0,0,0
0.0677,0,20,0.6,0,0,0
0.0678,0,20,0.6,0,0,0
0.0679,0,20,0.6,0,0,0
0.068,0,20,0.6,0,0,0
0.0681,0,20,0.6,0,0,0
0.0682,0,20,0.6,0,0,0
0.0683,0,20,0.6,0,0,0
0.0684,0,20,0.6,0,0,0
0.0685,0,20,0.6,0,0,0
0.0686,0,20,0.6,0,0,0
0.0687,0,20,0.6,0,0,0
0.0688,0,20,0.6,0,0,0
0.0689,0,20,0.6,0,0,0
0.069,0,20,0.6,0,0,0
0.0691,0,20,0.6,0,0,0
0.0692,0,20,0.6,0,0,0
0.0693,0,20,0.6,0,0,0
0.0694,0,20,0.6,0,0,0
0.0695,0,20,0.6,0,0,0
0.0696,0,20,0.6,0,0,0
0.0697,0,20,0.6,0,0,0
0.0698,0,20,0.6,0,0,0
0.0699,0,20,0.6,0,0,0
0.07,0,20,0.6,0,0,0
0.0701,0,20,0.6,0,0,0
0.0702,0,20,0.6,0,0,0
0.0703,0,20,0.6,0,0,0
0.0704,0,20,0.6,0,0,0
0.0705,0,20,0.6,0,0,0
0.0706,0,20,0.6,0,0,0
0.0707,0,20,0.6,0,0,0
0.0708,0,20,0.6,0,0,0
0.0709,0,20,0.6,0,0,0
0.071,0,20,0.6,0,0,0
0.0711,0,20,0.6,0,0,0
0.0712,0,20,0.6,0,0,0
0.0713,0,20,0.6,0,0,0
0.0714,0,20,0.6,0,0,0
0.0715,0,20,0.6,0,0,0
0.0716,0,20,0.6,0,0,0
0.0717,0,20,0.6,0,0,0
0.0718,0,20,0.6,0,0,0
0.0719,0,20,0.6,0,0,0
0.072,0,20,0.6,0,0,0
0.0721,0,20,0.6,0,0,0
0.0722,0,20,0.6,0,0,0
0.0723,0,20,0.6,0,0,0
0.0724,0,20,0.6,0,0,0
0.0725,0,20,0.6,0,0,0
0.0726,0,20,0.6,0,0,0
0.0727,0,20,0.6,0,0,0
0.0728,0,20,0.6,0,0,0
0.0729,0,20,0.6,0,0,0
0.073,0,20,0.6,0,0,0
0.0731,0,20,0.6,0,0,0
0.0732,0,20,0.6,0,0,0
0.0733,0,20,0.6,0,0,0
0.0734,0,20,0.6,0,0,0
0.0735,0,20,0.6,0,0,0
0.0736,0,20,0.6,0,0,0
0.0737,0,20,0.6,0,0,0
0.0738,0,20,0.6,0,0,0
0.0739,0,20,0.6,0,0,0
0.074,0,20,0.6,0,0,0
0.0741,0,20,0.6,0,0,0
0.0742,0,20,0.6,0,0,0
0.0743,0,20,0.6,0,0,0
0.0744,0,20,0.6,0,0,0
0.0745,0,20,0.6,0,0,0
